"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100"
0.050283028603335,0.0202511601439911,0.0175045293860577,0.00365544426540543,0.0265682905540594,0.00654844856332514,0.00635215968934022,0.00837517837530498,0.0160215573936091,0.0135897756661633,0.0021299256369527,0.023748142363847,0.00681165290521278,0.00463496951772412,0.00184573142538893,0.00581555624218494,0.00629187845591245,0.00962168543423891,0.0216380917737096,0.0163257882039687,0.00917702146614789,0.011447696185269,0.00137871930168822,0.00701602507482375,0.0064875615089821,0.00624248234331736,0.0176572649841785,0.00915993947547889,2.88384032623122e-05,0.005688010206817,0.00882182021268926,0.00571625920207781,0.00672806683984516,0.00729799138656082,0.0010265961985293,0.0122755911673273,0.000684775494768898,0.0178052301202097,0.0164495923005049,0.0123677851576534,0.00143305108511991,0.0160173927111248,0.0183721804523407,0.00940216564037451,0.00581976285784658,0.00910265763817821,0.0258820965323593,0.0135623051309344,0.0131337210233582,0.0135700429225735,0.0166622640295877,0.00507527669947455,0.00467167657089076,0.00428248223761409,0.00364426865285265,0.0241531691847051,0.0072619153663937,0.0161563352760336,0.0021750441128608,0.0077876644010208,0.00853211607354187,0.00868438943303316,0.0118247755084612,0.00467596036410457,0.0238483367028638,8.56219498753724e-05,0.00732006292515598,0.0140447350014971,0.0068925169144561,0.0168600773346992,0.0067672309256575,0.00339034605881635,0.00422063164401029,0.0102170968115401,0.0104051373447149,0.015404321271614,0.0130459778040697,0.00610700865321119,0.00807092913850836,0.00358318359070695,0.0157668906533237,0.0179580182430344,0.0031365974169604,0.00826620519863023,0.00564010880157478,0.00296635199905896,0.00542710146530554,0.0017996788395581,0.0138597832766611,0.0119977116970805,0.0174818564112576,0.00380740835955596,0.00891224591391844,0.00570994319431117,0.0162657893684098,0.00853348338904715,0.00693417801242456,0.00227451705702748,0.00147434803782162,0.0081715930589937
0.0405641145239958,0.0231690770225103,0.0162242601189982,0.00381560504704038,0.0249363960987362,0.00743503261947739,0.00777629289889326,0.00675055902993832,0.0148429480572454,0.0129020872307547,0.00168783199659693,0.0203954732783632,0.00597962645348355,0.00527216760790049,0.0022579264086991,0.00476421155351429,0.00786177236991157,0.00958300232903195,0.021154602784605,0.022941037041841,0.0116109756074555,0.00963622796693011,0.00135131067895408,0.00707312312284977,0.00529580733779126,0.00505367344054436,0.0157887041183793,0.00741985301875705,2.70653902431948e-05,0.00776168384226225,0.0115206551982278,0.00453668674771619,0.00515354557199298,0.0091403185880275,0.000709144931292902,0.0148180838739648,0.00052600967561432,0.0193570939173976,0.0149868389181627,0.0113494042687728,0.00139570761488502,0.0203952983228654,0.0150131142349161,0.00909469585144044,0.00549547901110037,0.0124459027132212,0.0285641947484829,0.0174352358915666,0.0180365153041585,0.0125626018676063,0.0137798067615796,0.00380136257713907,0.00574190078760736,0.00512835572802323,0.00315683779412805,0.0202442992302791,0.00610091351427061,0.0197830703128373,0.00178274550935106,0.00996096328417841,0.00770989264059358,0.00958689289574974,0.0116456829358464,0.00562836197628191,0.021624119049234,9.31600959060809e-05,0.00596871855499443,0.0130399713904237,0.00599839548940176,0.0155240718646838,0.0090909094600672,0.00290481943279263,0.00465844500379578,0.00919314860195982,0.00859483690059282,0.0146502583874536,0.0133014226462536,0.00558234083249231,0.00852568342169654,0.00390968979394335,0.0155297125817028,0.0211872897018376,0.00280047074677429,0.0104643609212882,0.00452184579142934,0.00231389581973993,0.00420995226304724,0.00159139102246258,0.0120116536708845,0.0136882232326419,0.0205743948201926,0.00318615597461019,0.0100634637854378,0.00573352167444521,0.0136339741978461,0.00818918419446904,0.00642953653837129,0.0018216679357393,0.00151951548789144,0.00994973651851546
0.034443625590012,0.0163015034903315,0.0152081183675919,0.00435908152375974,0.0224368401830286,0.00675571583836449,0.00763051436973126,0.00843082410274195,0.019615106444275,0.0153079452372615,0.00223339422674355,0.0168338588460258,0.00763913480819673,0.00542284526005808,0.00221035647003929,0.0045096145433678,0.00666616309986113,0.0103336529960472,0.0193765736920859,0.0193633840914139,0.0107081952282251,0.0111464317196064,0.00164489809781078,0.00854230775783666,0.00638886854390206,0.00619854908692236,0.0187365266871491,0.00958231418021061,3.82362745527576e-05,0.00685598151700737,0.0107506168980602,0.00619922497330755,0.00601350126569462,0.00829028645714892,0.00115434882579955,0.0135713211737079,0.000810675820120433,0.0142703827599004,0.0134617166479647,0.0131318873553363,0.00185574138977572,0.0178018534000932,0.0177412646668916,0.0120979483205788,0.00720496426472886,0.0106231036983286,0.0237331338670375,0.0167648521736142,0.014102377097829,0.0181515205549237,0.0142355068482532,0.00552028022199423,0.00555317859016278,0.00462916698554835,0.00475301774934684,0.0183851054080501,0.00866950798045997,0.0179253542460092,0.0026670883935121,0.00920630898365748,0.00923294051793189,0.00984327289475402,0.00988054479531321,0.00531681994805545,0.0188292502003926,7.82429515651851e-05,0.00635262532516298,0.0174356338252874,0.0076955037080367,0.01377341298835,0.00819955132890746,0.00405150930587197,0.00409836836119759,0.00901186280927695,0.0103522165295438,0.0149138880340337,0.0137619458647799,0.00763889989606073,0.00973686612986766,0.0045033829446506,0.0126156592415122,0.0174559245946788,0.00405761297208586,0.00976453075777805,0.00601898937319898,0.0034092825047347,0.00558406173131435,0.00207182771330889,0.0147837340194611,0.0117322673509415,0.0161236640892184,0.00465743283826472,0.0106551025525377,0.00458912866392478,0.0142607294843403,0.00984175873108563,0.00943364653767951,0.00248579258765764,0.00185333138320795,0.00970298522203221
0.0175914435910436,0.00822278892257784,0.00986825068892147,0.00714214287146466,0.0138971116875246,0.00604260757053442,0.0110031919829573,0.00942391986330901,0.0220741596933309,0.0125618176641751,0.00307081617753812,0.00862731957367134,0.00937947605616072,0.00905018667128609,0.0035190898565733,0.00313647420846528,0.00676903194873827,0.0106548809711569,0.0139633321939646,0.0221224618297481,0.0120872759455105,0.011336231028108,0.00262611871015197,0.0150826046655699,0.00659688114275789,0.00664828479670039,0.0176514342862183,0.0111827883323635,2.63341041382955e-05,0.00857219185090115,0.0126411346010716,0.00889732621770259,0.00624216940733433,0.00823864683560867,0.00217887658214014,0.0150533595512111,0.00146325800170271,0.00842525443713919,0.00886518036041277,0.0116148108945984,0.00332739287577705,0.0144278439219931,0.0164759229478442,0.0177424892548096,0.0097467714481892,0.0121780780344441,0.0160399107976298,0.0307064360896341,0.0165917259940126,0.0197050449915908,0.0114335094792427,0.00807942332384704,0.00907122671988467,0.00487344365458704,0.00788889304712299,0.011734998499427,0.0146202960262691,0.0177223297158032,0.00455868891529083,0.00932242852222925,0.00953389553567284,0.0135845549526874,0.00658596932700296,0.00732752783205805,0.0113806511012536,7.1073680014803e-05,0.00590954257566045,0.0185548623072105,0.00987831551954507,0.00860912832879019,0.0100470364843657,0.00628993010337651,0.00307515070627297,0.00595322362094458,0.0106331661274727,0.0103760470429762,0.0144963199573079,0.0112159146143983,0.0109807471338465,0.00810337675918889,0.00615891526120023,0.0113745814552603,0.00727882636281453,0.0089825949839937,0.00812969145029375,0.0057344241280003,0.007033448908688,0.00299458831437385,0.0134362355565506,0.0088562524037022,0.010919396971681,0.00794871100314766,0.0137866629496535,0.00280551836195423,0.0111196153240555,0.0113159981367667,0.0169234157464162,0.00383692527152803,0.00344364978987942,0.0155165938758828
0.0423092287005864,0.0163789517648324,0.0156190315319404,0.00388980026953234,0.0271247125590448,0.00652326981841781,0.00681072827497711,0.00830408658221348,0.0175007917196608,0.0147487399472552,0.0020764132822729,0.0207443918047962,0.00715592403655523,0.00491059369198681,0.00190690126857629,0.00536992694270995,0.00588037784205982,0.0105569635727873,0.0208085811192056,0.0156486208994333,0.00938973360476122,0.0122340616825704,0.0015122472585202,0.00755181665721658,0.00627542057202718,0.00661657901514964,0.0176273438760615,0.00968319914627501,3.38581398105373e-05,0.00588388761644414,0.00962771718968863,0.00574079420203947,0.00661536022631046,0.00832830229980396,0.000982262526066045,0.0117465880245723,0.000684984682612046,0.0151378430160913,0.0152135589731674,0.0130107894165142,0.00161044636725878,0.0178914797184984,0.0206361698233162,0.0106631126729278,0.00621504504131001,0.008653434227691,0.0246205874544139,0.0140647834462995,0.0121272445103276,0.0156685556213197,0.0166284372891794,0.00498608982956106,0.00485092782076528,0.00425103929883151,0.00403231628610433,0.0229654988819611,0.00827964296081451,0.0167374922831356,0.00228206494475329,0.00838997636583243,0.00851470093806854,0.00898346628533678,0.0103524550483172,0.00455087189616413,0.0220033866263992,7.14110495107955e-05,0.00719289218820759,0.0162916312209412,0.0075000849803733,0.0152366315689986,0.00691908221084545,0.00354762149142215,0.00415283159397499,0.00950718666643494,0.0108907677803304,0.0143874688879481,0.0141216654475259,0.00697707195796708,0.00879876040911393,0.00394111655101225,0.0134050788937543,0.0182365172633561,0.00342352661696179,0.0103921901478213,0.00581222828345234,0.0030086641717353,0.00536338430867316,0.0019174271726005,0.0162659880685612,0.0129807439067503,0.0161927664915353,0.00416041200376685,0.00927961663675896,0.00499387965101079,0.0176744898237267,0.00882407572310135,0.00821181451076027,0.00227993863531021,0.00160096774300056,0.00831645654962243
0.0317754356630242,0.014673088461898,0.0137912513226305,0.00490978481453715,0.0214891911269024,0.0066981774739348,0.00868842170101291,0.0076144876469041,0.0197078816397149,0.0143611303776527,0.00213045271607654,0.015807399116437,0.00772908671529617,0.00649781945986559,0.00261303692366282,0.00413652147938399,0.0069591787775828,0.0104192493910143,0.0185176608581286,0.0211657405415556,0.0114395126433983,0.0107276046198248,0.00185084575821817,0.00968066618737109,0.00604860730250523,0.00562500548924569,0.017953891016305,0.00852912979255037,3.36580132947285e-05,0.00780344640536764,0.0117594703617816,0.00587114061923408,0.00561302802055077,0.0088626048822031,0.00100677169009274,0.014695098821888,0.000818990581154466,0.0136581464998711,0.012502003179121,0.0124827195089969,0.00210820164786894,0.0175512099651824,0.0165715000959965,0.0129622014630022,0.00746734217798185,0.011730461211683,0.0226174145991124,0.0211817614275904,0.015466518427248,0.0182449160397009,0.0130147102328654,0.0051613597464131,0.00671698027052627,0.0048988127657001,0.00516857966666395,0.0174965590829075,0.00935961131913172,0.0183152985876437,0.00274757477284967,0.010181601380429,0.00874647875409578,0.01085876257532,0.00924506038888581,0.00600947334943414,0.0177348224441145,7.98291382619847e-05,0.00599371101314827,0.0173363422767837,0.00776277438800863,0.0127136812057151,0.00914934079002611,0.00414399134859146,0.00396422750007835,0.00821559095179679,0.00907020170867049,0.0135636595880927,0.0142894693123898,0.00805449300205461,0.00957943886076723,0.00529286409696701,0.0112882753837154,0.0166602615261015,0.00452734812370657,0.0107581918648511,0.00589255629739767,0.00335507201733194,0.00503458031962929,0.00211961640460502,0.0145849324576294,0.0118165669905331,0.0153983149139468,0.00488762399950857,0.0112742714621008,0.00433182599771003,0.0135652135182375,0.00996385163216668,0.0108585298302075,0.00243863744396607,0.00217291062376989,0.0116572540189958
0.0224204895609556,0.0113872458341883,0.0111128577954744,0.00551847314035718,0.01950279645813,0.00697664609905966,0.0133717629419559,0.00483526878265326,0.0150496077990462,0.0116878261789823,0.00136104258629137,0.011231772526404,0.00526772524387903,0.00919349994164969,0.00355106147425863,0.00285130964535885,0.00943961094645308,0.0102565884474686,0.0170940798573366,0.0333205592272324,0.0190359036090827,0.00766643914984648,0.00150074593367994,0.0108738465127999,0.003719911710206,0.00379496903488048,0.0127306315760207,0.00525652636045439,2.45647531391174e-05,0.0117267356268073,0.0218805050706852,0.00386837327260798,0.00351963821006345,0.0124558060592729,0.000586147321150389,0.0247800164399143,0.000460135361525266,0.0113081893240475,0.00872184321807829,0.0103465452413168,0.0018178288350186,0.0263275522157092,0.0106164659508592,0.011939383955511,0.00565564430771616,0.0190558684120269,0.0234986134167155,0.0329722671110389,0.0215746241472167,0.0125505621029556,0.00900282545703194,0.00324565607540081,0.00975547511170538,0.00743877775734689,0.00331765696105091,0.0145580499046666,0.00634788906782863,0.0257722112403652,0.00171639329478187,0.0175910263578092,0.0058691589619641,0.0132553346957373,0.00745333082038263,0.00833048638736791,0.0146750346564261,9.32570265893753e-05,0.00425171038903849,0.0140977460658555,0.00558003751358505,0.00992302513210998,0.0144463566332621,0.00282118860257009,0.00464479519230886,0.0056567031182456,0.0057974265239319,0.0104567599378085,0.015861515208524,0.0070031215982799,0.0108474526486521,0.0064339596130259,0.0100472876483528,0.0184841894025551,0.00305394254338066,0.0171175043079853,0.00375909926396128,0.00221819065655285,0.00308093489666449,0.00157620332119118,0.0106840601262056,0.0146770230937562,0.0169798163737596,0.00317922361398604,0.0139203328781234,0.00345805235108542,0.0104148981761925,0.00793030866346982,0.00876607491331199,0.00175079634558583,0.00193261843970971,0.0150285723030354
0.0124739267953129,0.00648925440327346,0.00739770645632631,0.00383127109058836,0.00954756883572246,0.00428089990808273,0.00636785105147543,0.0306384284768186,0.0213060567019955,0.00895237689197257,0.00852319177318408,0.0107912989434673,0.00964648499623922,0.00437156069568875,0.00195077837661253,0.00530562381609581,0.00583708305695088,0.0068871617925157,0.0101066445022697,0.0182928825585569,0.00930501724960985,0.0142328956219261,0.00188754290187219,0.00692931611512888,0.0208333006494845,0.0161085934890673,0.0190951070412699,0.0278028191572338,1.61990820890452e-05,0.00645984650833741,0.00788653365209153,0.0225568924124371,0.0171823626114725,0.00436547557927919,0.00836651816337181,0.0112068229729495,0.00316791434705715,0.00927340741691705,0.0114851350876853,0.00892182156974325,0.00247522514452875,0.00812196207823901,0.0251883927454358,0.00994100005493783,0.00704983247044146,0.00961764042664631,0.0115368955078794,0.0133613804767545,0.010674291169266,0.0201965197425114,0.0154009258468222,0.0273917496105944,0.00422257988890312,0.00343885627481557,0.0105992268943989,0.00965702538316,0.0151281386927028,0.0092529145364534,0.00838498986343701,0.00623092881420929,0.0112446907054271,0.00644370523788151,0.00512674657631688,0.00538278006661063,0.00887543443130047,4.17174176454782e-05,0.00899822511643987,0.0120201085209174,0.0102968272929992,0.00671775996306064,0.00624087910206106,0.0102530318036582,0.00260093738566682,0.00940179049497926,0.0231427040160646,0.00858297711695886,0.00872569793943211,0.0102621001193866,0.0069839497955217,0.00420275288649543,0.00427726704711396,0.00719663909347249,0.00953033949974451,0.0060292303859525,0.0186432844812153,0.0149509639499208,0.0244118343764218,0.00418792230967322,0.0109993593481769,0.00549917342302367,0.00711214613650796,0.0128405092745778,0.00608432547798033,0.00331633237551483,0.011167627571383,0.00921029407882526,0.00991372436040909,0.00969294865153945,0.00230834687528035,0.00913086692013314
0.0189786498280343,0.00849373402236157,0.0104633429741502,0.00505728104954026,0.0146398735460301,0.00546580796778683,0.00666884161728394,0.0121945296085243,0.0358855897419567,0.0165589377743361,0.00373096182135869,0.00945653840371472,0.0126711254206457,0.0053337337383609,0.00209406441412464,0.00362192586716213,0.00523514507165865,0.0103349898860483,0.0136335983863966,0.0154050462409691,0.0085670358532255,0.0141020891924783,0.00233361872028689,0.0102203807168773,0.00917412376590672,0.00871207274665634,0.0295274422251204,0.0153682906129158,4.01625156676434e-05,0.0058284317763399,0.00795451203088068,0.0101303603577986,0.0080039661626278,0.00569256264379928,0.00283628101397583,0.0102087444260192,0.00167386228779259,0.00759560090733878,0.0104397907121318,0.0132554940599935,0.00279095832442231,0.00981729887709168,0.0240302648543143,0.0162160211088731,0.0100862872576398,0.00838268257296831,0.0146743573674246,0.0152282220336258,0.0103384854511073,0.0385282835278444,0.0139027350454671,0.00964238856495087,0.00493108350264802,0.00332751541516391,0.00957444408952022,0.0117509370179343,0.0150426164482219,0.0113118915803756,0.00500867074161808,0.00626604934079266,0.012640404636237,0.00881788631103688,0.00712718003086032,0.00503119348507771,0.0117784238476446,4.53611949532209e-05,0.00683083568351912,0.0244226976593735,0.0115640716603896,0.00936387525839489,0.00628192896212817,0.00688111045386559,0.00259735996055813,0.00716547978029124,0.0142243397914732,0.0120828956690105,0.0133729939236399,0.0114195617631404,0.00918901049845663,0.00526012616494185,0.00590117460513861,0.0103876424672897,0.00761639746463991,0.00640885917203348,0.00991337370379473,0.00639538495892119,0.00900468779135406,0.00312992296611996,0.020946356771638,0.0071186711697598,0.00876801663571872,0.00866859980049461,0.00923767746661408,0.00281963060161135,0.0130497526101274,0.0133795179463912,0.0163588712250126,0.00416883694836095,0.00263616009603082,0.00955399563367504
0.0279154493172869,0.0121478413688552,0.0137387245300173,0.00490312680946417,0.0207414325338618,0.00632998035024661,0.00708272590209181,0.00892798005903673,0.0265355887456536,0.0192805318771555,0.00247969314593934,0.0138295315538159,0.0093725137704928,0.00546588598632127,0.00209635883199526,0.00407473010922874,0.00548676993769483,0.011364254984773,0.01800593505727,0.015232822529877,0.00889900613649316,0.0127204340878448,0.00199244214290957,0.00977099946112548,0.00685871720918822,0.0068103380793706,0.0220658865457284,0.0105370243136642,5.61068323439399e-05,0.00576387285556785,0.00855755001186963,0.00698898116567442,0.00612653540432626,0.00719675986281152,0.00124204922263867,0.0106143832530128,0.000935079629866623,0.0108035207645496,0.0125254728104557,0.0155729749177829,0.00232275425490089,0.0139320618824524,0.0211292249024509,0.0150804712972782,0.00896343759499881,0.00803590850125625,0.0194274796756794,0.0161942504591931,0.0111870825337134,0.0287388280824738,0.0142793654361588,0.00620130249719122,0.00523114983082214,0.00374876225117036,0.00655541389374668,0.0163226240094795,0.0110057837698925,0.0147518613230787,0.00318219031969675,0.00700942074063447,0.0102792914739067,0.00995280693735661,0.00855868495291725,0.00478707099448262,0.0164417242262339,5.44614831602455e-05,0.00643846797030234,0.0248640248577105,0.00946444902762312,0.0122883288546271,0.00668437742169188,0.00489354253123421,0.00331001431016311,0.00900649940996254,0.0111132274988197,0.0156514746785769,0.0143971716809797,0.00991611749987823,0.0100097252950314,0.00507866707782565,0.00895606855923581,0.0143121759436962,0.00523866403295225,0.00805848671110829,0.00697566028937333,0.0039703015760659,0.00586749497290825,0.00245440083523009,0.0197535336424162,0.0096732935521278,0.0123430429824022,0.00572638200085119,0.0102689675556464,0.00373531399485053,0.0151996474413568,0.0118961159152137,0.0136140975775427,0.00280102721134296,0.00219509347896451,0.00942071817966085
